applicant_id,score
"0","4.85"
"1","9.73"
"2","0.96"
"3","0.89"
"4","2.06"
"5","3.12"
"6","0.45"
"7","9.84"
"8","8.7"
"9","5.37"
"10","9.59"
"11","0.55"
"12","8.41"
"13","4.33"
"14","4.87"
"15","0.25"
"16","5.98"
"17","3.14"
"18","0.29"
"19","3.78"
"20","7.52"
"21","0.0"
"22","9.45"
"23","7.9"
"24","0.99"
"25","4.63"
"26","9.5"
"27","9.28"
"28","3.87"
"29","9.85"
"30","7.52"
"31","4.53"
"32","1.64"
"33","8.9"
"34","1.07"
"35","6.68"
"36","2.47"
"37","8.92"
"38","9.48"
"39","7.0"
"40","3.54"
"41","2.11"
"42","3.86"
"43","2.86"
"44","4.35"
"45","3.53"
"46","7.73"
"47","3.23"
"48","0.45"
"49","2.73"
"50","5.59"
"51","6.01"
"52","0.68"
"53","3.24"
"54","0.68"
"55","5.08"
"56","4.21"
"57","1.13"
"58","1.37"
"59","4.79"
"60","3.0"
"61","2.42"
"62","8.88"
"63","4.08"
"64","2.93"
"65","6.18"
"66","0.11"
"67","3.78"
"68","4.09"
"69","1.73"
"70","2.78"
"71","6.01"
"72","2.95"
"73","0.3"
"74","3.56"
"75","2.22"
"76","5.54"
"77","4.03"
"78","6.04"
"79","3.26"
"80","5.56"
"81","6.91"
"82","7.0"
"83","4.33"
"84","8.63"
"85","4.75"
"86","4.07"
"87","1.76"
"88","9.69"
"89","4.29"
"90","7.51"
"91","5.4"
"92","8.36"
"93","5.45"
"94","5.36"
"95","9.33"
"96","3.87"
"97","9.93"
"98","1.04"
"99","3.38"
"100","9.17"
"101","8.58"
"102","3.89"
"103","3.85"
"104","8.52"
"105","9.45"
"106","6.27"
"107","6.94"
"108","7.42"
"109","9.42"
"110","7.5"
"111","1.05"
"112","4.91"
"113","2.35"
"114","0.4"
"115","8.9"
"116","4.95"
"117","6.19"
"118","2.04"
"119","7.23"
"120","5.26"
"121","2.72"
"122","1.97"
"123","9.53"
"124","9.02"
"125","2.7"
"126","2.03"
"127","5.13"
"128","8.02"
"129","1.44"
"130","9.64"
"131","8.07"
"132","9.35"
"133","9.34"
"134","3.1"
"135","0.78"
"136","6.06"
"137","9.77"
"138","4.86"
"139","0.42"
"140","8.62"
"141","5.43"
"142","6.56"
"143","0.73"
"144","2.21"
"145","1.24"
"146","4.03"
"147","6.59"
"148","7.14"
"149","8.73"
"150","3.34"
"151","7.66"
"152","9.31"
"153","4.22"
"154","8.03"
"155","6.24"
"156","1.64"
"157","5.11"
"158","6.33"
"159","6.96"
"160","4.76"
"161","4.21"
"162","5.49"
"163","7.38"
"164","6.91"
"165","0.83"
"166","7.0"
"167","7.58"
"168","3.11"
"169","1.16"
"170","6.95"
"171","9.96"
"172","3.91"
"173","5.75"
"174","3.79"
"175","9.14"
"176","8.88"
"177","0.41"
"178","0.22"
"179","4.83"
"180","4.12"
"181","0.5"
"182","0.51"
"183","9.51"
"184","6.8"
"185","9.41"
"186","0.33"
"187","0.93"
"188","0.96"
"189","0.11"
"190","8.75"
"191","6.83"
"192","7.82"
"193","2.92"
"194","7.88"
"195","9.32"
"196","3.07"
"197","9.04"
"198","1.88"
"199","6.06"
"200","2.03"
"201","1.77"
"202","8.91"
"203","9.0"
"204","5.01"
"205","0.87"
"206","1.78"
"207","1.48"
"208","7.5"
"209","1.27"
"210","7.72"
"211","6.14"
"212","6.46"
"213","4.11"
